"League","Country","Season","Date","Home","HomeGoals","Away","AwayGoals"
"Serie A","ITA","2018","2018-04-07","Sampdoria","0","Genoa","0"
"Serie A","ITA","2018","2018-04-08","Torino","1","Inter","0"
"Serie A","ITA","2018","2018-04-08","Hellas Verona","1","Cagliari","0"
"Serie A","ITA","2018","2018-04-08","Napoli","2","Chievo","1"
"Serie A","ITA","2018","2018-04-08","Crotone","1","Bologna","0"
"Serie A","ITA","2018","2018-04-08","Udinese","1","Lazio","2"
"Serie A","ITA","2018","2018-04-08","Milan","1","Sassuolo","1"
"Serie A","ITA","2018","2018-04-14","Cagliari","2","Udinese","1"
"Serie A","ITA","2018","2018-04-14","Chievo","0","Torino","0"
"Serie A","ITA","2018","2018-04-14","Genoa","1","Crotone","0"
"Serie A","ITA","2018","2018-04-14","Atalanta","0","Inter","0"
"Serie A","ITA","2018","2018-04-15","Fiorentina","0","SPAL","0"
"Serie A","ITA","2018","2018-04-15","Milan","0","Napoli","0"
"Serie A","ITA","2018","2018-04-15","Bologna","2","Hellas Verona","0"
"Serie A","ITA","2018","2018-04-15","Sassuolo","2","Benevento","2"
"Serie A","ITA","2018","2018-04-15","Juventus","3","Sampdoria","0"
"Serie A","ITA","2018","2018-04-15","Lazio","0","Roma","0"
"Serie A","ITA","2018","2018-04-17","Inter","4","Cagliari","0"
"Serie A","ITA","2018","2018-04-18","Benevento","0","Atalanta","3"
"Serie A","ITA","2018","2018-04-18","SPAL","0","Chievo","0"
"Serie A","ITA","2018","2018-04-18","Sampdoria","1","Bologna","0"
"Serie A","ITA","2018","2018-04-18","Crotone","1","Juventus","1"
"Serie A","ITA","2018","2018-04-18","Roma","2","Genoa","1"
"Serie A","ITA","2018","2018-04-18","Hellas Verona","0","Sassuolo","1"
"Serie A","ITA","2018","2018-04-18","Napoli","4","Udinese","2"
"Serie A","ITA","2018","2018-04-18","Torino","1","Milan","1"
"Serie A","ITA","2018","2018-04-18","Fiorentina","3","Lazio","4"
"Serie A","ITA","2018","2018-04-21","SPAL","0","Roma","3"
"Serie A","ITA","2018","2018-04-21","Sassuolo","1","Fiorentina","0"
"Serie A","ITA","2018","2018-04-21","Milan","0","Benevento","1"
"Serie A","ITA","2018","2018-04-22","Cagliari","0","Bologna","0"
"Serie A","ITA","2018","2018-04-22","Udinese","1","Crotone","2"
"Serie A","ITA","2018","2018-04-22","Atalanta","2","Torino","1"
"Serie A","ITA","2018","2018-04-22","Lazio","4","Sampdoria","0"
"Serie A","ITA","2018","2018-04-22","Chievo","1","Inter","2"
"Serie A","ITA","2018","2018-04-22","Juventus","0","Napoli","1"
"Serie A","ITA","2018","2018-04-23","Genoa","3","Hellas Verona","1"
"Serie A","ITA","2018","2018-04-28","Roma","4","Chievo","1"
"Serie A","ITA","2018","2018-04-28","Inter","2","Juventus","3"
"Serie A","ITA","2018","2018-04-29","Crotone","4","Sassuolo","1"
"Serie A","ITA","2018","2018-04-29","Atalanta","3","Genoa","1"
"Serie A","ITA","2018","2018-04-29","Bologna","1","Milan","2"
"Serie A","ITA","2018","2018-04-29","Hellas Verona","1","SPAL","3"
"Serie A","ITA","2018","2018-04-29","Sampdoria","4","Cagliari","1"
"Serie A","ITA","2018","2018-04-29","Benevento","3","Udinese","3"
"Serie A","ITA","2018","2018-04-29","Fiorentina","3","Napoli","0"
"Serie A","ITA","2018","2018-04-29","Torino","0","Lazio","1"
"Serie A","ITA","2018","2018-05-05","Milan","4","Hellas Verona","1"
"Serie A","ITA","2018","2018-05-05","Juventus","3","Bologna","1"
"Serie A","ITA","2018","2018-05-06","Udinese","0","Inter","4"
"Serie A","ITA","2018","2018-05-06","Napoli","2","Torino","2"
"Serie A","ITA","2018","2018-05-06","Chievo","2","Crotone","1"
"Serie A","ITA","2018","2018-05-06","Genoa","2","Fiorentina","3"
"Serie A","ITA","2018","2018-05-06","SPAL","2","Benevento","0"
"Serie A","ITA","2018","2018-05-06","Lazio","1","Atalanta","1"
"Serie A","ITA","2018","2018-05-06","Sassuolo","1","Sampdoria","0"
"Serie A","ITA","2018","2018-05-06","Cagliari","0","Roma","1"
"Serie A","ITA","2018","2018-05-12","Benevento","1","Genoa","0"
"Serie A","ITA","2018","2018-05-12","Inter","1","Sassuolo","2"
"Serie A","ITA","2018","2018-05-13","Fiorentina","0","Cagliari","1"
"Serie A","ITA","2018","2018-05-13","Bologna","1","Chievo","2"
"Serie A","ITA","2018","2018-05-13","Hellas Verona","0","Udinese","1"
"Serie A","ITA","2018","2018-05-13","Torino","2","SPAL","1"
"Serie A","ITA","2018","2018-05-13","Crotone","2","Lazio","2"
"Serie A","ITA","2018","2018-05-13","Atalanta","1","Milan","1"
"Serie A","ITA","2018","2018-05-13","Sampdoria","0","Napoli","2"
"Serie A","ITA","2018","2018-05-13","Roma","0","Juventus","0"
"Serie A","ITA","2018","2018-05-19","Juventus","2","Hellas Verona","1"
"Serie A","ITA","2018","2018-05-20","Genoa","1","Torino","2"
"Serie A","ITA","2018","2018-05-20","Cagliari","1","Atalanta","0"
"Serie A","ITA","2018","2018-05-20","Chievo","1","Benevento","0"
"Serie A","ITA","2018","2018-05-20","Udinese","1","Bologna","0"
"Serie A","ITA","2018","2018-05-20","Napoli","2","Crotone","1"
"Serie A","ITA","2018","2018-05-20","SPAL","3","Sampdoria","1"
"Serie A","ITA","2018","2018-05-20","Milan","5","Fiorentina","1"
"Serie A","ITA","2018","2018-05-20","Sassuolo","0","Roma","1"
"Serie A","ITA","2018","2018-05-20","Lazio","2","Inter","3"
"Serie A","ITA","2018","2017-09-16","Crotone","0","Inter","2"
"Serie A","ITA","2018","2017-09-16","Fiorentina","2","Bologna","1"
"Serie A","ITA","2018","2017-09-16","Roma","3","Hellas Verona","0"
"Serie A","ITA","2018","2017-09-17","Sassuolo","1","Juventus","3"
"Serie A","ITA","2018","2017-09-17","SPAL","0","Cagliari","2"
"Serie A","ITA","2018","2017-09-17","Torino","2","Sampdoria","2"
"Serie A","ITA","2018","2017-09-17","Milan","2","Udinese","1"
"Serie A","ITA","2018","2017-09-17","Napoli","6","Benevento","0"
"Serie A","ITA","2018","2017-09-17","Chievo","1","Atalanta","1"
"Serie A","ITA","2018","2017-09-17","Genoa","2","Lazio","3"
"Serie A","ITA","2018","2017-09-19","Bologna","1","Inter","1"
"Serie A","ITA","2018","2017-09-20","Benevento","0","Roma","4"
"Serie A","ITA","2018","2017-09-20","Hellas Verona","0","Sampdoria","0"
"Serie A","ITA","2018","2017-09-20","Udinese","2","Torino","3"
"Serie A","ITA","2018","2017-09-20","Lazio","1","Napoli","4"
"Serie A","ITA","2018","2017-09-20","Milan","2","SPAL","0"
"Serie A","ITA","2018","2017-09-20","Atalanta","5","Crotone","1"
"Serie A","ITA","2018","2017-09-20","Juventus","1","Fiorentina","0"
"Serie A","ITA","2018","2017-09-20","Cagliari","0","Sassuolo","1"
"Serie A","ITA","2018","2017-09-20","Genoa","1","Chievo","1"
"Serie A","ITA","2018","2017-09-23","Roma","3","Udinese","1"
"Serie A","ITA","2018","2017-09-23","SPAL","2","Napoli","3"
"Serie A","ITA","2018","2017-09-23","Juventus","4","Torino","0"
"Serie A","ITA","2018","2017-09-24","Sampdoria","2","Milan","0"
"Serie A","ITA","2018","2017-09-24","Cagliari","0","Chievo","2"
"Serie A","ITA","2018","2017-09-24","Crotone","2","Benevento","0"
"Serie A","ITA","2018","2017-09-24","Hellas Verona","0","Lazio","3"
"Serie A","ITA","2018","2017-09-24","Inter","1","Genoa","0"
"Serie A","ITA","2018","2017-09-24","Sassuolo","0","Bologna","1"
"Serie A","ITA","2018","2017-09-24","Fiorentina","1","Atalanta","1"
"Serie A","ITA","2018","2017-09-30","Udinese","4","Sampdoria","0"
"Serie A","ITA","2018","2017-09-30","Genoa","0","Bologna","1"
"Serie A","ITA","2018","2017-10-01","Napoli","3","Cagliari","0"
"Serie A","ITA","2018","2017-10-01","Chievo","2","Fiorentina","1"
"Serie A","ITA","2018","2017-10-01","Benevento","1","Inter","2"
"Serie A","ITA","2018","2017-10-01","SPAL","1","Crotone","1"
"Serie A","ITA","2018","2017-10-01","Torino","2","Hellas Verona","2"
"Serie A","ITA","2018","2017-10-01","Lazio","6","Sassuolo","1"
"Serie A","ITA","2018","2017-10-01","Milan","0","Roma","2"
"Serie A","ITA","2018","2017-10-01","Atalanta","2","Juventus","2"
"Serie A","ITA","2018","2017-10-14","Juventus","1","Lazio","2"
"Serie A","ITA","2018","2017-10-14","Roma","0","Napoli","1"
"Serie A","ITA","2018","2017-10-15","Fiorentina","2","Udinese","1"
"Serie A","ITA","2018","2017-10-15","Sassuolo","0","Chievo","0"
"Serie A","ITA","2018","2017-10-15","Sampdoria","3","Atalanta","1"
"Serie A","ITA","2018","2017-10-15","Cagliari","2","Genoa","3"
"Serie A","ITA","2018","2017-10-15","Bologna","2","SPAL","1"
"Serie A","ITA","2018","2017-10-15","Crotone","2","Torino","2"
"Serie A","ITA","2018","2017-10-15","Inter","3","Milan","2"
"Serie A","ITA","2018","2017-10-16","Hellas Verona","1","Benevento","0"
"Serie A","ITA","2018","2017-10-21","Sampdoria","5","Crotone","0"
"Serie A","ITA","2018","2017-10-21","Napoli","0","Inter","0"
"Serie A","ITA","2018","2017-10-22","Chievo","3","Hellas Verona","2"
"Serie A","ITA","2018","2017-10-22","Benevento","0","Fiorentina","3"
"Serie A","ITA","2018","2017-10-22","Torino","0","Roma","1"
"Serie A","ITA","2018","2017-10-22","Atalanta","1","Bologna","0"
"Serie A","ITA","2018","2017-10-22","SPAL","0","Sassuolo","1"
"Serie A","ITA","2018","2017-10-22","Milan","0","Genoa","0"
"Serie A","ITA","2018","2017-10-22","Udinese","2","Juventus","6"
"Serie A","ITA","2018","2017-10-22","Lazio","3","Cagliari","0"
"Serie A","ITA","2019","2018-08-18","Chievo","2","Juventus","3"
"Serie A","ITA","2019","2018-08-18","Lazio","1","Napoli","2"
"Serie A","ITA","2019","2018-08-19","Torino","0","Roma","1"
"Serie A","ITA","2019","2018-08-19","Sassuolo","1","Inter","0"
"Serie A","ITA","2019","2018-08-19","Empoli","2","Cagliari","0"
"Serie A","ITA","2019","2018-08-19","Parma","2","Udinese","2"
"Serie A","ITA","2019","2018-08-19","Bologna","0","SPAL","1"
"Serie A","ITA","2019","2018-08-20","Atalanta","4","Frosinone","0"
"Serie A","ITA","2019","2018-09-19","Sampdoria","1","Fiorentina","1"
"Serie A","ITA","2019","2018-10-31","Milan","2","Genoa","1"
"Serie A","ITA","2019","2018-10-27","Atalanta","3","Parma","0"
"Serie A","ITA","2019","2018-10-27","Empoli","1","Juventus","2"
"Serie A","ITA","2019","2018-10-27","Torino","1","Fiorentina","1"
"Serie A","ITA","2019","2018-10-28","Sassuolo","2","Bologna","2"
"Serie A","ITA","2019","2018-10-28","SPAL","0","Frosinone","3"
"Serie A","ITA","2019","2018-10-28","Genoa","2","Udinese","2"
"Serie A","ITA","2019","2018-10-28","Cagliari","2","Chievo","1"
"Serie A","ITA","2019","2018-10-28","Milan","3","Sampdoria","2"
"Serie A","ITA","2019","2018-10-28","Napoli","1","Roma","1"
"Serie A","ITA","2019","2018-10-29","Lazio","0","Inter","3"
"Serie A","ITA","2019","2018-11-02","Napoli","5","Empoli","1"
"Serie A","ITA","2019","2018-11-03","Inter","5","Genoa","0"
"Serie A","ITA","2019","2018-11-03","Fiorentina","1","Roma","1"
"Serie A","ITA","2019","2018-11-03","Juventus","3","Cagliari","1"
"Serie A","ITA","2019","2018-11-04","Lazio","4","SPAL","1"
"Serie A","ITA","2019","2018-11-04","Sampdoria","1","Torino","4"
"Serie A","ITA","2019","2018-11-04","Parma","0","Frosinone","0"
"Serie A","ITA","2019","2018-11-04","Chievo","0","Sassuolo","2"
"Serie A","ITA","2019","2018-11-04","Bologna","1","Atalanta","2"
"Serie A","ITA","2019","2018-11-04","Udinese","0","Milan","1"
"Serie A","ITA","2019","2018-11-09","Frosinone","1","Fiorentina","1"
"Serie A","ITA","2019","2018-11-10","Torino","1","Parma","2"
"Serie A","ITA","2019","2018-11-10","SPAL","2","Cagliari","2"
"Serie A","ITA","2019","2018-11-10","Genoa","1","Napoli","2"
"Serie A","ITA","2019","2018-11-11","Atalanta","4","Inter","1"
"Serie A","ITA","2019","2018-11-11","Roma","4","Sampdoria","1"
"Serie A","ITA","2019","2018-11-11","Empoli","2","Udinese","1"
"Serie A","ITA","2019","2018-11-11","Chievo","2","Bologna","2"
"Serie A","ITA","2019","2018-11-11","Sassuolo","1","Lazio","1"
"Serie A","ITA","2019","2018-11-11","Milan","0","Juventus","2"
"Serie A","ITA","2019","2018-11-24","Udinese","1","Roma","0"
"Serie A","ITA","2019","2018-11-24","Juventus","2","SPAL","0"
"Serie A","ITA","2019","2018-11-24","Inter","3","Frosinone","0"
"Serie A","ITA","2019","2018-11-25","Parma","2","Sassuolo","1"
"Serie A","ITA","2019","2018-11-25","Bologna","0","Fiorentina","0"
"Serie A","ITA","2019","2018-11-25","Empoli","3","Atalanta","2"
"Serie A","ITA","2019","2018-11-25","Napoli","0","Chievo","0"
"Serie A","ITA","2019","2018-11-25","Lazio","1","Milan","1"
"Serie A","ITA","2019","2018-11-25","Genoa","1","Sampdoria","1"
"Serie A","ITA","2019","2018-11-26","Cagliari","0","Torino","0"
"Serie A","ITA","2019","2018-12-01","SPAL","2","Empoli","2"
"Serie A","ITA","2019","2018-12-01","Fiorentina","0","Juventus","3"
"Serie A","ITA","2019","2018-12-01","Sampdoria","4","Bologna","1"
"Serie A","ITA","2019","2018-12-02","Milan","2","Parma","1"
"Serie A","ITA","2019","2018-12-02","Torino","2","Genoa","1"
"Serie A","ITA","2019","2018-12-02","Sassuolo","0","Udinese","0"
"Serie A","ITA","2019","2018-12-02","Frosinone","1","Cagliari","1"
"Serie A","ITA","2019","2018-12-02","Chievo","1","Lazio","1"
"Serie A","ITA","2019","2018-12-02","Roma","2","Inter","2"
"Serie A","ITA","2019","2018-12-03","Atalanta","1","Napoli","2"
"Serie A","ITA","2019","2018-12-07","Juventus","1","Inter","0"
"Serie A","ITA","2019","2018-12-08","Napoli","4","Frosinone","0"
"Serie A","ITA","2019","2018-12-08","Cagliari","2","Roma","2"
"Serie A","ITA","2019","2018-12-08","Lazio","2","Sampdoria","2"
"Serie A","ITA","2019","2018-12-09","Sassuolo","3","Fiorentina","3"
"Serie A","ITA","2019","2018-12-09","Udinese","1","Atalanta","3"
"Serie A","ITA","2019","2018-12-09","Parma","1","Chievo","1"
"Serie A","ITA","2019","2018-12-09","Empoli","2","Bologna","1"
"Serie A","ITA","2019","2018-12-09","Genoa","1","SPAL","1"
"Serie A","ITA","2019","2018-12-09","Milan","0","Torino","0"
"Serie A","ITA","2019","2018-12-15","Inter","1","Udinese","0"
"Serie A","ITA","2019","2018-12-15","Torino","0","Juventus","1"
"Serie A","ITA","2019","2018-12-16","SPAL","0","Chievo","0"
"Serie A","ITA","2019","2018-12-16","Frosinone","0","Sassuolo","2"
"Serie A","ITA","2019","2018-12-16","Sampdoria","2","Parma","0"
"Serie A","ITA","2019","2018-12-16","Fiorentina","3","Empoli","1"
"Serie A","ITA","2019","2018-12-16","Cagliari","0","Napoli","1"
"Serie A","ITA","2019","2018-12-16","Roma","3","Genoa","2"
"Serie A","ITA","2019","2018-12-17","Atalanta","1","Lazio","0"
"Serie A","ITA","2019","2018-12-18","Bologna","0","Milan","0"
"Serie A","ITA","2019","2018-12-22","Lazio","3","Cagliari","1"
"Serie A","ITA","2019","2018-12-22","Empoli","2","Sampdoria","4"
"Serie A","ITA","2019","2018-12-22","Sassuolo","1","Torino","1"
"Serie A","ITA","2019","2018-12-22","Napoli","1","SPAL","0"
"Serie A","ITA","2019","2018-12-22","Milan","0","Fiorentina","1"
"Serie A","ITA","2019","2018-12-22","Genoa","3","Atalanta","1"
"Serie A","ITA","2019","2018-12-22","Udinese","1","Frosinone","1"
"Serie A","ITA","2019","2018-12-22","Chievo","1","Inter","1"
"Serie A","ITA","2019","2018-12-22","Parma","0","Bologna","0"
"Serie A","ITA","2019","2018-12-22","Juventus","1","Roma","0"
"Serie A","ITA","2019","2018-12-26","Frosinone","0","Milan","0"
"Serie A","ITA","2019","2018-12-26","Fiorentina","0","Parma","1"
"Serie A","ITA","2019","2018-12-26","Atalanta","2","Juventus","2"
"Serie A","ITA","2019","2018-12-26","Sampdoria","2","Chievo","0"
"Serie A","ITA","2019","2018-12-26","Cagliari","1","Genoa","0"
"Serie A","ITA","2019","2018-12-26","Bologna","0","Lazio","2"
"Serie A","ITA","2019","2018-12-26","SPAL","0","Udinese","0"
"Serie A","ITA","2019","2018-12-26","Torino","3","Empoli","0"
"Serie A","ITA","2019","2018-12-26","Roma","3","Sassuolo","1"
"Serie A","ITA","2019","2018-12-26","Inter","1","Napoli","0"
"Serie A","ITA","2019","2018-12-29","Juventus","2","Sampdoria","1"
"Serie A","ITA","2019","2018-12-29","Udinese","2","Cagliari","0"
"Serie A","ITA","2019","2018-12-29","Sassuolo","2","Atalanta","6"
"Serie A","ITA","2019","2018-12-29","Genoa","0","Fiorentina","0"
"Serie A","ITA","2019","2018-12-29","Chievo","1","Frosinone","0"
"Serie A","ITA","2019","2018-12-29","Lazio","1","Torino","1"
"Serie A","ITA","2019","2018-12-29","Parma","0","Roma","2"
"Serie A","ITA","2019","2018-12-29","Empoli","0","Inter","1"
"Serie A","ITA","2019","2018-12-29","Napoli","3","Bologna","2"
"Serie A","ITA","2019","2018-12-29","Milan","2","SPAL","1"
"Serie A","ITA","2019","2018-08-25","Juventus","2","Lazio","0"
"Serie A","ITA","2019","2018-08-25","Napoli","3","Milan","2"
"Serie A","ITA","2019","2018-08-26","SPAL","1","Parma","0"
"Serie A","ITA","2019","2018-08-26","Cagliari","2","Sassuolo","2"
"Serie A","ITA","2019","2018-08-26","Genoa","2","Empoli","1"
"Serie A","ITA","2019","2018-08-26","Inter","2","Torino","2"
"Serie A","ITA","2019","2018-08-26","Frosinone","0","Bologna","0"
"Serie A","ITA","2019","2018-08-26","Udinese","1","Sampdoria","0"
"Serie A","ITA","2019","2018-08-26","Fiorentina","6","Chievo","1"
"Serie A","ITA","2019","2018-08-27","Roma","3","Atalanta","3"
"Serie A","ITA","2019","2019-01-19","Roma","3","Torino","2"
"Serie A","ITA","2019","2019-01-19","Udinese","1","Parma","2"
"Serie A","ITA","2019","2019-01-19","Inter","0","Sassuolo","0"
"Serie A","ITA","2019","2019-01-20","Frosinone","0","Atalanta","5"
"Serie A","ITA","2019","2019-01-20","Fiorentina","3","Sampdoria","3"
"Serie A","ITA","2019","2019-01-20","SPAL","1","Bologna","1"
"Serie A","ITA","2019","2019-01-20","Cagliari","2","Empoli","2"
"Serie A","ITA","2019","2019-01-20","Napoli","2","Lazio","1"
"Serie A","ITA","2019","2019-01-21","Genoa","0","Milan","2"
"Serie A","ITA","2019","2019-01-21","Juventus","3","Chievo","0"
"Serie A","ITA","2019","2019-01-26","Sassuolo","3","Cagliari","0"
"Serie A","ITA","2019","2019-01-26","Sampdoria","4","Udinese","0"
"Serie A","ITA","2019","2019-01-26","Milan","0","Napoli","0"
"Serie A","ITA","2019","2019-01-27","Chievo","3","Fiorentina","4"
"Serie A","ITA","2019","2019-01-27","Parma","2","SPAL","3"
"Serie A","ITA","2019","2019-01-27","Atalanta","3","Roma","3"
"Serie A","ITA","2019","2019-01-27","Bologna","0","Frosinone","4"
"Serie A","ITA","2019","2019-01-27","Torino","1","Inter","0"
"Serie A","ITA","2019","2019-01-27","Lazio","1","Juventus","2"
"Serie A","ITA","2019","2019-01-28","Empoli","1","Genoa","3"
"Serie A","ITA","2019","2019-02-02","Empoli","2","Chievo","2"
"Serie A","ITA","2019","2019-02-02","Napoli","3","Sampdoria","0"
"Serie A","ITA","2019","2019-02-02","Juventus","3","Parma","3"
"Serie A","ITA","2019","2019-02-03","SPAL","0","Torino","0"
"Serie A","ITA","2019","2019-02-03","Genoa","1","Sassuolo","1"
"Serie A","ITA","2019","2019-02-03","Udinese","1","Fiorentina","1"
"Serie A","ITA","2019","2019-02-03","Inter","0","Bologna","1"
"Serie A","ITA","2019","2019-02-03","Roma","1","Milan","1"
"Serie A","ITA","2019","2019-02-04","Frosinone","0","Lazio","1"
"Serie A","ITA","2019","2019-02-04","Cagliari","0","Atalanta","1"
"Serie A","ITA","2019","2019-02-07","Lazio","1","Empoli","0"
"Serie A","ITA","2019","2019-02-08","Chievo","0","Roma","3"
"Serie A","ITA","2019","2019-02-09","Fiorentina","0","Napoli","0"
"Serie A","ITA","2019","2019-02-09","Parma","0","Inter","1"
"Serie A","ITA","2019","2019-02-10","Bologna","1","Genoa","1"
"Serie A","ITA","2019","2019-02-10","Sampdoria","0","Frosinone","1"
"Serie A","ITA","2019","2019-02-10","Atalanta","2","SPAL","1"
"Serie A","ITA","2019","2019-02-10","Torino","1","Udinese","0"
"Serie A","ITA","2019","2019-02-10","Sassuolo","0","Juventus","3"
"Serie A","ITA","2019","2019-02-10","Milan","3","Cagliari","0"
"Serie A","ITA","2019","2019-02-15","Juventus","3","Frosinone","0"
"Serie A","ITA","2019","2019-02-16","Cagliari","2","Parma","1"
"Serie A","ITA","2019","2019-02-16","Atalanta","1","Milan","3"
"Serie A","ITA","2019","2019-02-17","SPAL","1","Fiorentina","4"
"Serie A","ITA","2019","2019-02-17","Empoli","3","Sassuolo","0"
"Serie A","ITA","2019","2019-02-17","Genoa","2","Lazio","1"
"Serie A","ITA","2019","2019-02-17","Udinese","1","Chievo","0"
"Serie A","ITA","2019","2019-02-17","Inter","2","Sampdoria","1"
"Serie A","ITA","2019","2019-02-17","Napoli","0","Torino","0"
"Serie A","ITA","2019","2019-02-18","Roma","2","Bologna","1"
"Serie A","ITA","2019","2019-02-22","Milan","3","Empoli","0"
"Serie A","ITA","2019","2019-02-23","Torino","2","Atalanta","0"
"Serie A","ITA","2019","2019-02-23","Frosinone","2","Roma","3"
"Serie A","ITA","2019","2019-02-24","Sampdoria","1","Cagliari","0"
"Serie A","ITA","2019","2019-02-24","Sassuolo","1","SPAL","1"
"Serie A","ITA","2019","2019-02-24","Bologna","0","Juventus","1"
"Serie A","ITA","2019","2019-02-24","Chievo","0","Genoa","0"
"Serie A","ITA","2019","2019-02-24","Parma","0","Napoli","4"
"Serie A","ITA","2019","2019-02-24","Fiorentina","3","Inter","3"
"Serie A","ITA","2019","2019-04-17","Lazio","2","Udinese","0"
"Serie A","ITA","2019","2019-03-01","Cagliari","2","Inter","1"
"Serie A","ITA","2019","2019-03-02","Empoli","3","Parma","3"
"Serie A","ITA","2019","2019-03-02","Milan","1","Sassuolo","0"
"Serie A","ITA","2019","2019-03-02","Lazio","3","Roma","0"
"Serie A","ITA","2019","2019-03-03","Torino","3","Chievo","0"
"Serie A","ITA","2019","2019-03-03","Genoa","0","Frosinone","0"
"Serie A","ITA","2019","2019-03-03","SPAL","1","Sampdoria","2"
"Serie A","ITA","2019","2019-03-03","Udinese","2","Bologna","1"
"Serie A","ITA","2019","2019-03-03","Atalanta","3","Fiorentina","1"
"Serie A","ITA","2019","2019-03-03","Napoli","1","Juventus","2"
"Serie A","ITA","2019","2019-03-08","Juventus","4","Udinese","1"
"Serie A","ITA","2019","2019-03-09","Parma","1","Genoa","0"
"Serie A","ITA","2019","2019-03-09","Chievo","1","Milan","2"
"Serie A","ITA","2019","2019-03-10","Bologna","2","Cagliari","0"
"Serie A","ITA","2019","2019-03-10","Sampdoria","1","Atalanta","2"
"Serie A","ITA","2019","2019-03-10","Frosinone","1","Torino","2"
"Serie A","ITA","2019","2019-03-10","Inter","2","SPAL","0"
"Serie A","ITA","2019","2019-03-10","Sassuolo","1","Napoli","1"
"Serie A","ITA","2019","2019-03-10","Fiorentina","1","Lazio","1"
"Serie A","ITA","2019","2019-03-11","Roma","2","Empoli","1"
"Serie A","ITA","2019","2019-03-15","Cagliari","2","Fiorentina","1"
"Serie A","ITA","2019","2019-03-16","Sassuolo","3","Sampdoria","5"
"Serie A","ITA","2019","2019-03-16","SPAL","2","Roma","1"
"Serie A","ITA","2019","2019-03-16","Torino","2","Bologna","3"
"Serie A","ITA","2019","2019-03-17","Genoa","2","Juventus","0"
"Serie A","ITA","2019","2019-03-17","Lazio","4","Parma","1"
"Serie A","ITA","2019","2019-03-17","Empoli","2","Frosinone","1"
"Serie A","ITA","2019","2019-03-17","Atalanta","1","Chievo","1"
"Serie A","ITA","2019","2019-03-17","Napoli","4","Udinese","2"
"Serie A","ITA","2019","2019-03-17","Milan","2","Inter","3"
"Serie A","ITA","2019","2019-03-29","Chievo","0","Cagliari","3"
"Serie A","ITA","2019","2019-03-30","Udinese","2","Genoa","0"
"Serie A","ITA","2019","2019-03-30","Juventus","1","Empoli","0"
"Serie A","ITA","2019","2019-03-30","Sampdoria","1","Milan","0"
"Serie A","ITA","2019","2019-03-31","Parma","1","Atalanta","3"
"Serie A","ITA","2019","2019-03-31","Fiorentina","1","Torino","1"
"Serie A","ITA","2019","2019-03-31","Roma","1","Napoli","4"
"Serie A","ITA","2019","2019-03-31","Frosinone","0","SPAL","1"
"Serie A","ITA","2019","2019-03-31","Bologna","2","Sassuolo","1"
"Serie A","ITA","2019","2019-03-31","Inter","0","Lazio","1"
"Serie A","ITA","2019","2018-08-31","Milan","2","Roma","1"
"Serie A","ITA","2019","2018-09-01","Bologna","0","Inter","3"
"Serie A","ITA","2019","2018-09-01","Parma","1","Juventus","2"
"Serie A","ITA","2019","2018-09-02","Fiorentina","1","Udinese","0"
"Serie A","ITA","2019","2018-09-02","Torino","1","SPAL","0"
"Serie A","ITA","2019","2018-09-02","Chievo","0","Empoli","0"
"Serie A","ITA","2019","2018-09-02","Sampdoria","3","Napoli","0"
"Serie A","ITA","2019","2018-09-02","Atalanta","0","Cagliari","1"
"Serie A","ITA","2019","2018-09-02","Lazio","1","Frosinone","0"
"Serie A","ITA","2019","2018-09-02","Sassuolo","5","Genoa","3"
"Serie A","ITA","2019","2019-04-02","Milan","1","Udinese","1"
"Serie A","ITA","2019","2019-04-02","Cagliari","0","Juventus","2"
"Serie A","ITA","2019","2019-04-03","Empoli","2","Napoli","1"
"Serie A","ITA","2019","2019-04-03","Torino","2","Sampdoria","1"
"Serie A","ITA","2019","2019-04-03","Frosinone","3","Parma","2"
"Serie A","ITA","2019","2019-04-03","Genoa","0","Inter","4"
"Serie A","ITA","2019","2019-04-03","SPAL","1","Lazio","0"
"Serie A","ITA","2019","2019-04-03","Roma","2","Fiorentina","2"
"Serie A","ITA","2019","2019-04-04","Sassuolo","4","Chievo","0"
"Serie A","ITA","2019","2019-04-04","Atalanta","4","Bologna","1"
"Serie A","ITA","2019","2019-04-06","Parma","0","Torino","0"
"Serie A","ITA","2019","2019-04-06","Juventus","2","Milan","1"
"Serie A","ITA","2019","2019-04-06","Sampdoria","0","Roma","1"
"Serie A","ITA","2019","2019-04-07","Fiorentina","0","Frosinone","1"
"Serie A","ITA","2019","2019-04-07","Udinese","3","Empoli","2"
"Serie A","ITA","2019","2019-04-07","Cagliari","2","SPAL","1"
"Serie A","ITA","2019","2019-04-07","Inter","0","Atalanta","0"
"Serie A","ITA","2019","2019-04-07","Lazio","2","Sassuolo","2"
"Serie A","ITA","2019","2019-04-07","Napoli","1","Genoa","1"
"Serie A","ITA","2019","2019-04-08","Bologna","3","Chievo","0"
"Serie A","ITA","2019","2019-04-13","SPAL","2","Juventus","1"
"Serie A","ITA","2019","2019-04-13","Roma","1","Udinese","0"
"Serie A","ITA","2019","2019-04-13","Milan","1","Lazio","0"
"Serie A","ITA","2019","2019-04-14","Torino","1","Cagliari","1"
"Serie A","ITA","2019","2019-04-14","Sampdoria","2","Genoa","0"
"Serie A","ITA","2019","2019-04-14","Fiorentina","0","Bologna","0"
