"League","Country","Season","Date","Home","HomeGoals","Away","AwayGoals"
"Premier League","ENG","2022","2021-11-06","Brentford","1","Norwich City","2"
"Premier League","ENG","2022","2021-11-06","Chelsea","1","Burnley","1"
"Premier League","ENG","2022","2021-11-06","Crystal Palace","2","Wolves","0"
"Premier League","ENG","2022","2021-11-06","Brighton","1","Newcastle Utd","1"
"Premier League","ENG","2022","2021-11-07","Everton","0","Tottenham","0"
"Premier League","ENG","2022","2021-11-07","Leeds United","1","Leicester City","1"
"Premier League","ENG","2022","2021-11-07","Arsenal","1","Watford","0"
"Premier League","ENG","2022","2021-11-07","West Ham","3","Liverpool","2"
"Premier League","ENG","2022","2021-11-20","Leicester City","0","Chelsea","3"
"Premier League","ENG","2022","2021-11-20","Wolves","1","West Ham","0"
"Premier League","ENG","2022","2021-11-20","Watford","4","Manchester Utd","1"
"Premier League","ENG","2022","2021-11-20","Norwich City","2","Southampton","1"
"Premier League","ENG","2022","2021-11-20","Aston Villa","2","Brighton","0"
"Premier League","ENG","2022","2021-11-20","Newcastle Utd","3","Brentford","3"
"Premier League","ENG","2022","2021-11-20","Burnley","3","Crystal Palace","3"
"Premier League","ENG","2022","2021-11-20","Liverpool","4","Arsenal","0"
"Premier League","ENG","2022","2021-11-21","Manchester City","3","Everton","0"
"Premier League","ENG","2022","2021-11-21","Tottenham","2","Leeds United","1"
"Premier League","ENG","2022","2021-11-27","Arsenal","2","Newcastle Utd","0"
"Premier League","ENG","2022","2021-11-27","Crystal Palace","1","Aston Villa","2"
"Premier League","ENG","2022","2021-11-27","Liverpool","4","Southampton","0"
"Premier League","ENG","2022","2021-11-27","Norwich City","0","Wolves","0"
"Premier League","ENG","2022","2021-11-27","Brighton","0","Leeds United","0"
"Premier League","ENG","2022","2021-11-28","Brentford","1","Everton","0"
"Premier League","ENG","2022","2021-11-28","Leicester City","4","Watford","2"
"Premier League","ENG","2022","2021-11-28","Manchester City","2","West Ham","1"
"Premier League","ENG","2022","2021-11-28","Chelsea","1","Manchester Utd","1"
"Premier League","ENG","2022","2022-02-23","Burnley","1","Tottenham","0"
"Premier League","ENG","2022","2021-11-30","Newcastle Utd","1","Norwich City","1"
"Premier League","ENG","2022","2021-11-30","Leeds United","1","Crystal Palace","0"
"Premier League","ENG","2022","2021-12-01","Southampton","2","Leicester City","2"
"Premier League","ENG","2022","2021-12-01","West Ham","1","Brighton","1"
"Premier League","ENG","2022","2021-12-01","Wolves","0","Burnley","0"
"Premier League","ENG","2022","2021-12-01","Watford","1","Chelsea","2"
"Premier League","ENG","2022","2021-12-01","Aston Villa","1","Manchester City","2"
"Premier League","ENG","2022","2021-12-01","Everton","1","Liverpool","4"
"Premier League","ENG","2022","2021-12-02","Tottenham","2","Brentford","0"
"Premier League","ENG","2022","2021-12-02","Manchester Utd","3","Arsenal","2"
"Premier League","ENG","2022","2021-12-04","West Ham","3","Chelsea","2"
"Premier League","ENG","2022","2021-12-04","Newcastle Utd","1","Burnley","0"
"Premier League","ENG","2022","2021-12-04","Southampton","1","Brighton","1"
"Premier League","ENG","2022","2021-12-04","Wolves","0","Liverpool","1"
"Premier League","ENG","2022","2021-12-04","Watford","1","Manchester City","3"
"Premier League","ENG","2022","2021-12-05","Leeds United","2","Brentford","2"
"Premier League","ENG","2022","2021-12-05","Tottenham","3","Norwich City","0"
"Premier League","ENG","2022","2021-12-05","Manchester Utd","1","Crystal Palace","0"
"Premier League","ENG","2022","2021-12-05","Aston Villa","2","Leicester City","1"
"Premier League","ENG","2022","2021-12-06","Everton","2","Arsenal","1"
"Premier League","ENG","2022","2021-12-10","Brentford","2","Watford","1"
"Premier League","ENG","2022","2021-12-11","Manchester City","1","Wolves","0"
"Premier League","ENG","2022","2021-12-11","Liverpool","1","Aston Villa","0"
"Premier League","ENG","2022","2021-12-11","Arsenal","3","Southampton","0"
"Premier League","ENG","2022","2021-12-11","Chelsea","3","Leeds United","2"
"Premier League","ENG","2022","2021-12-11","Norwich City","0","Manchester Utd","1"
"Premier League","ENG","2022","2021-12-12","Burnley","0","West Ham","0"
"Premier League","ENG","2022","2021-12-12","Leicester City","4","Newcastle Utd","0"
"Premier League","ENG","2022","2021-12-12","Crystal Palace","3","Everton","1"
"Premier League","ENG","2022","2022-03-16","Brighton","0","Tottenham","2"
"Premier League","ENG","2022","2021-12-14","Norwich City","0","Aston Villa","2"
"Premier League","ENG","2022","2021-12-14","Manchester City","7","Leeds United","0"
"Premier League","ENG","2022","2021-12-15","Brighton","0","Wolves","1"
"Premier League","ENG","2022","2021-12-15","Crystal Palace","2","Southampton","2"
"Premier League","ENG","2022","2021-12-15","Arsenal","2","West Ham","0"
"Premier League","ENG","2022","2021-12-16","Chelsea","1","Everton","1"
"Premier League","ENG","2022","2021-12-16","Liverpool","3","Newcastle Utd","1"
"Premier League","ENG","2022","2022-01-19","Leicester City","2","Tottenham","3"
"Premier League","ENG","2022","2022-01-19","Brentford","1","Manchester Utd","3"
"Premier League","ENG","2022","2022-02-05","Burnley","0","Watford","0"
"Premier League","ENG","2022","2021-12-18","Leeds United","1","Arsenal","4"
"Premier League","ENG","2022","2021-12-19","Wolves","0","Chelsea","0"
"Premier League","ENG","2022","2021-12-19","Newcastle Utd","0","Manchester City","4"
"Premier League","ENG","2022","2021-12-19","Tottenham","2","Liverpool","2"
"Premier League","ENG","2022","2022-01-11","Southampton","4","Brentford","1"
"Premier League","ENG","2022","2022-01-12","West Ham","2","Norwich City","0"
"Premier League","ENG","2022","2022-02-15","Manchester Utd","2","Brighton","0"
"Premier League","ENG","2022","2022-02-23","Watford","1","Crystal Palace","4"
"Premier League","ENG","2022","2022-04-20","Everton","1","Leicester City","1"
"Premier League","ENG","2022","2022-05-19","Aston Villa","1","Burnley","1"
"Premier League","ENG","2022","2021-12-26","West Ham","2","Southampton","3"
"Premier League","ENG","2022","2021-12-26","Manchester City","6","Leicester City","3"
"Premier League","ENG","2022","2021-12-26","Norwich City","0","Arsenal","5"
"Premier League","ENG","2022","2021-12-26","Tottenham","3","Crystal Palace","0"
"Premier League","ENG","2022","2021-12-26","Aston Villa","1","Chelsea","3"
"Premier League","ENG","2022","2021-12-26","Brighton","2","Brentford","0"
"Premier League","ENG","2022","2021-12-27","Newcastle Utd","1","Manchester Utd","1"
"Premier League","ENG","2022","2022-02-23","Liverpool","6","Leeds United","0"
"Premier League","ENG","2022","2022-03-10","Wolves","4","Watford","0"
"Premier League","ENG","2022","2022-04-06","Burnley","3","Everton","2"
"Premier League","ENG","2022","2021-08-21","Liverpool","2","Burnley","0"
"Premier League","ENG","2022","2021-08-21","Aston Villa","2","Newcastle Utd","0"
"Premier League","ENG","2022","2021-08-21","Manchester City","5","Norwich City","0"
"Premier League","ENG","2022","2021-08-21","Leeds United","2","Everton","2"
"Premier League","ENG","2022","2021-08-21","Crystal Palace","0","Brentford","0"
"Premier League","ENG","2022","2021-08-21","Brighton","2","Watford","0"
"Premier League","ENG","2022","2021-08-22","Wolves","0","Tottenham","1"
"Premier League","ENG","2022","2021-08-22","Southampton","1","Manchester Utd","1"
"Premier League","ENG","2022","2021-08-22","Arsenal","0","Chelsea","2"
"Premier League","ENG","2022","2021-08-23","West Ham","4","Leicester City","1"
"Premier League","ENG","2022","2021-12-28","Southampton","1","Tottenham","1"
"Premier League","ENG","2022","2021-12-28","Crystal Palace","3","Norwich City","0"
"Premier League","ENG","2022","2021-12-28","Watford","1","West Ham","4"
"Premier League","ENG","2022","2021-12-28","Leicester City","1","Liverpool","0"
"Premier League","ENG","2022","2021-12-29","Chelsea","1","Brighton","1"
