League,Country,Date,Team,Goals,Result,isHome,HeadCoach,DaysInPost
Premier League,England,2019-01-02,Chelsea,0.0,draw,True,Maurizio Sarri,172.0
Premier League,England,2019-01-02,Newcastle Utd,0.0,loss,True,Rafael Benítez,1027.0
Premier League,England,2019-01-03,Manchester City,2.0,win,True,Pep Guardiola,916.0
Premier League,England,2019-01-12,West Ham,1.0,win,True,Manuel Pellegrini,195.0
Premier League,England,2019-01-12,Burnley,2.0,win,True,Sean Dyche,2265.0
Premier League,England,2019-01-12,Brighton,0.0,loss,True,Chris Hughton,1473.0
Premier League,England,2019-01-12,Crystal Palace,1.0,loss,True,Roy Hodgson,487.0
Premier League,England,2019-01-12,Chelsea,2.0,win,True,Maurizio Sarri,182.0
Premier League,England,2019-01-13,Everton,2.0,win,True,Marco Silva,227.0
Premier League,England,2019-01-13,Tottenham,0.0,loss,True,Mauricio Pochettino,1657.0
Premier League,England,2019-01-14,Manchester City,3.0,win,True,Pep Guardiola,927.0
Premier League,England,2019-01-19,Wolves,4.0,win,True,Nuno Espírito Santo,567.0
Premier League,England,2019-01-19,Bournemouth,2.0,win,True,Eddie Howe,2288.0
Premier League,England,2019-01-19,Newcastle Utd,3.0,win,True,Rafael Benítez,1044.0
Premier League,England,2019-01-19,Liverpool,4.0,win,True,Jürgen Klopp,1199.0
Premier League,England,2019-01-19,Arsenal,2.0,win,True,Unai Emery,202.0
Premier League,England,2019-01-20,Fulham,1.0,loss,True,Claudio Ranieri,67.0
Premier League,England,2019-01-29,Fulham,4.0,win,True,Claudio Ranieri,76.0
Premier League,England,2019-01-29,Wolves,3.0,win,True,Nuno Espírito Santo,577.0
Premier League,England,2019-01-29,Arsenal,2.0,win,True,Unai Emery,212.0
Premier League,England,2019-01-29,Newcastle Utd,2.0,win,True,Rafael Benítez,1054.0
Premier League,England,2019-01-30,Bournemouth,4.0,win,True,Eddie Howe,2299.0
Premier League,England,2019-01-30,Tottenham,2.0,win,True,Mauricio Pochettino,1674.0
Premier League,England,2019-01-30,Liverpool,1.0,draw,True,Jürgen Klopp,1210.0
Premier League,England,2019-02-02,Tottenham,1.0,win,True,Mauricio Pochettino,1677.0
Premier League,England,2019-02-02,Brighton,0.0,draw,True,Chris Hughton,1494.0
Premier League,England,2019-02-02,Chelsea,5.0,win,True,Maurizio Sarri,203.0
Premier League,England,2019-02-02,Everton,1.0,loss,True,Marco Silva,247.0
Premier League,England,2019-02-02,Burnley,1.0,draw,True,Sean Dyche,2286.0
Premier League,England,2019-02-02,Crystal Palace,2.0,win,True,Roy Hodgson,508.0
Premier League,England,2019-02-03,Manchester City,3.0,win,True,Pep Guardiola,947.0
Premier League,England,2019-02-04,West Ham,1.0,draw,True,Manuel Pellegrini,218.0
Premier League,England,2019-02-09,Fulham,0.0,loss,True,Claudio Ranieri,87.0
Premier League,England,2019-02-09,Crystal Palace,1.0,draw,True,Roy Hodgson,515.0
Premier League,England,2019-02-09,Liverpool,3.0,win,True,Jürgen Klopp,1220.0
Premier League,England,2019-02-09,Brighton,1.0,loss,True,Chris Hughton,1501.0
Premier League,England,2019-02-10,Tottenham,3.0,win,True,Mauricio Pochettino,1685.0
Premier League,England,2019-02-10,Manchester City,6.0,win,True,Pep Guardiola,954.0
Premier League,England,2019-02-11,Wolves,1.0,draw,True,Nuno Espírito Santo,590.0
Premier League,England,2019-02-06,Everton,0.0,loss,True,Marco Silva,251.0
Premier League,England,2019-02-22,West Ham,3.0,win,True,Manuel Pellegrini,236.0
Premier League,England,2019-02-23,Burnley,2.0,win,True,Sean Dyche,2307.0
Premier League,England,2019-02-23,Bournemouth,1.0,draw,True,Eddie Howe,2323.0
Premier League,England,2019-02-23,Newcastle Utd,2.0,win,True,Rafael Benítez,1079.0
Premier League,England,2019-02-24,Arsenal,2.0,win,True,Unai Emery,238.0
Premier League,England,2019-04-03,Chelsea,3.0,win,True,Maurizio Sarri,263.0
Premier League,England,2019-02-26,Newcastle Utd,2.0,win,True,Rafael Benítez,1082.0
Premier League,England,2019-02-27,Arsenal,5.0,win,True,Unai Emery,241.0
Premier League,England,2019-02-27,Crystal Palace,1.0,loss,True,Roy Hodgson,533.0
Premier League,England,2019-02-27,Chelsea,2.0,win,True,Maurizio Sarri,228.0
Premier League,England,2019-02-27,Liverpool,5.0,win,True,Jürgen Klopp,1238.0
Premier League,England,2019-02-27,Manchester City,1.0,win,True,Pep Guardiola,971.0
Premier League,England,2019-03-02,Tottenham,1.0,draw,True,Mauricio Pochettino,1705.0
Premier League,England,2019-03-02,Wolves,2.0,win,True,Nuno Espírito Santo,609.0
Premier League,England,2019-03-02,Bournemouth,0.0,loss,True,Eddie Howe,2330.0
Premier League,England,2019-03-02,Brighton,1.0,win,True,Chris Hughton,1522.0
Premier League,England,2019-03-02,Burnley,1.0,loss,True,Sean Dyche,2314.0
Premier League,England,2019-03-02,West Ham,2.0,win,True,Manuel Pellegrini,244.0
Premier League,England,2019-03-03,Fulham,1.0,loss,True,Scott Parker,3.0
Premier League,England,2019-03-03,Everton,0.0,draw,True,Marco Silva,276.0
Premier League,England,2018-08-25,Wolves,1.0,draw,True,Nuno Espírito Santo,420.0
Premier League,England,2018-08-25,Arsenal,3.0,win,True,Unai Emery,55.0
Premier League,England,2018-08-25,Bournemouth,2.0,draw,True,Eddie Howe,2141.0
Premier League,England,2018-08-25,Liverpool,1.0,win,True,Jürgen Klopp,1052.0
Premier League,England,2018-08-26,Fulham,4.0,win,True,Slavisa Jokanovic,973.0
Premier League,England,2018-08-26,Newcastle Utd,1.0,loss,True,Rafael Benítez,898.0
Premier League,England,2018-08-27,Manchester Utd,0.0,loss,True,José Mourinho,787.0
Premier League,England,2019-03-09,Crystal Palace,1.0,loss,True,Roy Hodgson,543.0
Premier League,England,2019-03-09,Newcastle Utd,3.0,win,True,Rafael Benítez,1093.0
Premier League,England,2019-03-09,Manchester City,3.0,win,True,Pep Guardiola,981.0
Premier League,England,2019-03-10,Liverpool,4.0,win,True,Jürgen Klopp,1249.0
Premier League,England,2019-03-10,Chelsea,1.0,draw,True,Maurizio Sarri,239.0
Premier League,England,2019-03-10,Arsenal,2.0,win,True,Unai Emery,252.0
Premier League,England,2019-03-16,West Ham,4.0,win,True,Manuel Pellegrini,258.0
Premier League,England,2019-03-16,Burnley,1.0,loss,True,Sean Dyche,2328.0
Premier League,England,2019-03-16,Bournemouth,2.0,draw,True,Eddie Howe,2344.0
Premier League,England,2019-03-17,Fulham,1.0,loss,True,Scott Parker,17.0
Premier League,England,2019-03-17,Everton,2.0,win,True,Marco Silva,290.0
Premier League,England,2019-04-03,Tottenham,2.0,win,True,Mauricio Pochettino,1737.0
Premier League,England,2019-04-16,Brighton,0.0,loss,True,Chris Hughton,1567.0
Premier League,England,2019-04-24,Wolves,3.0,win,True,Nuno Espírito Santo,662.0
Premier League,England,2019-04-24,Manchester Utd,0.0,loss,True,Ole Gunnar Solskjær,27.0
Premier League,England,2019-03-30,Fulham,0.0,loss,True,Scott Parker,30.0
Premier League,England,2019-03-30,Burnley,2.0,win,True,Sean Dyche,2342.0
Premier League,England,2019-03-30,Crystal Palace,2.0,win,True,Roy Hodgson,564.0
Premier League,England,2019-03-30,Brighton,0.0,loss,True,Chris Hughton,1550.0
Premier League,England,2019-03-30,Manchester Utd,2.0,win,True,Ole Gunnar Solskjær,2.0
Premier League,England,2019-03-30,West Ham,0.0,loss,True,Manuel Pellegrini,272.0
Premier League,England,2019-03-31,Liverpool,2.0,win,True,Jürgen Klopp,1270.0
Premier League,England,2019-04-01,Arsenal,2.0,win,True,Unai Emery,274.0
Premier League,England,2019-04-02,Wolves,2.0,win,True,Nuno Espírito Santo,640.0
Premier League,England,2019-04-03,Manchester City,2.0,win,True,Pep Guardiola,1006.0
Premier League,England,2019-04-06,Bournemouth,1.0,loss,True,Eddie Howe,2365.0
Premier League,England,2019-04-06,Newcastle Utd,0.0,loss,True,Rafael Benítez,1121.0
Premier League,England,2019-04-07,Everton,1.0,win,True,Marco Silva,311.0
Premier League,England,2019-04-08,Chelsea,2.0,win,True,Maurizio Sarri,268.0
Premier League,England,2019-04-23,Tottenham,1.0,win,True,Mauricio Pochettino,1757.0
Premier League,England,2019-04-13,Tottenham,4.0,win,True,Mauricio Pochettino,1747.0
Premier League,England,2019-04-13,Burnley,2.0,win,True,Sean Dyche,2356.0
Premier League,England,2019-04-13,Fulham,2.0,win,True,Scott Parker,44.0
Premier League,England,2019-04-13,Brighton,0.0,loss,True,Chris Hughton,1564.0
Premier League,England,2019-04-13,Manchester Utd,2.0,win,True,Ole Gunnar Solskjær,16.0
Premier League,England,2019-04-14,Crystal Palace,1.0,loss,True,Roy Hodgson,579.0
Premier League,England,2019-04-14,Liverpool,2.0,win,True,Jürgen Klopp,1284.0
Premier League,England,2019-04-20,Manchester City,1.0,win,True,Pep Guardiola,1023.0
Premier League,England,2019-04-20,West Ham,2.0,draw,True,Manuel Pellegrini,293.0
Premier League,England,2019-04-20,Bournemouth,0.0,loss,True,Eddie Howe,2379.0
Premier League,England,2019-04-20,Wolves,0.0,draw,True,Nuno Espírito Santo,658.0
Premier League,England,2019-04-20,Newcastle Utd,3.0,win,True,Rafael Benítez,1135.0
Premier League,England,2019-04-21,Everton,4.0,win,True,Marco Silva,325.0
Premier League,England,2019-04-21,Arsenal,2.0,loss,True,Unai Emery,294.0
Premier League,England,2019-04-22,Chelsea,2.0,draw,True,Maurizio Sarri,282.0
Premier League,England,2019-04-26,Liverpool,5.0,win,True,Jürgen Klopp,1296.0
Premier League,England,2019-04-27,Tottenham,0.0,loss,True,Mauricio Pochettino,1761.0
Premier League,England,2019-04-27,Fulham,1.0,win,True,Scott Parker,58.0
Premier League,England,2019-04-27,Crystal Palace,0.0,draw,True,Roy Hodgson,592.0
Premier League,England,2019-04-27,Brighton,1.0,draw,True,Chris Hughton,1578.0
Premier League,England,2019-04-28,Burnley,0.0,loss,True,Sean Dyche,2371.0
Premier League,England,2019-04-28,Manchester Utd,1.0,draw,True,Ole Gunnar Solskjær,31.0
Premier League,England,2019-05-03,Everton,2.0,win,True,Marco Silva,337.0
Premier League,England,2019-05-04,Bournemouth,1.0,win,True,Eddie Howe,2393.0
Premier League,England,2019-05-04,Wolves,1.0,win,True,Nuno Espírito Santo,672.0
Premier League,England,2019-05-04,West Ham,3.0,win,True,Manuel Pellegrini,307.0
Premier League,England,2019-05-04,Newcastle Utd,2.0,loss,True,Rafael Benítez,1149.0
Premier League,England,2019-05-05,Chelsea,3.0,win,True,Maurizio Sarri,295.0
Premier League,England,2019-05-05,Arsenal,1.0,draw,True,Unai Emery,308.0
Premier League,England,2019-05-06,Manchester City,1.0,win,True,Pep Guardiola,1039.0
Premier League,England,2019-05-12,Brighton,1.0,loss,True,Chris Hughton,1593.0
Premier League,England,2019-05-12,Crystal Palace,5.0,win,True,Roy Hodgson,607.0
Premier League,England,2019-05-12,Burnley,1.0,loss,True,Sean Dyche,2385.0
Premier League,England,2019-05-12,Tottenham,2.0,draw,True,Mauricio Pochettino,1776.0
Premier League,England,2019-05-12,Liverpool,2.0,win,True,Jürgen Klopp,1312.0
Premier League,England,2019-05-12,Manchester Utd,0.0,loss,True,Ole Gunnar Solskjær,45.0
Premier League,England,2019-05-12,Fulham,0.0,loss,True,Scott Parker,73.0
Premier League,England,2018-09-01,Crystal Palace,0.0,loss,True,Roy Hodgson,354.0
Premier League,England,2018-09-01,Brighton,2.0,draw,True,Chris Hughton,1340.0
Premier League,England,2018-09-01,Chelsea,2.0,win,True,Maurizio Sarri,49.0
Premier League,England,2018-09-01,Everton,1.0,draw,True,Marco Silva,93.0
Premier League,England,2018-09-01,West Ham,0.0,loss,True,Manuel Pellegrini,62.0
Premier League,England,2018-09-01,Manchester City,2.0,win,True,Pep Guardiola,792.0
Premier League,England,2018-09-02,Burnley,0.0,loss,True,Sean Dyche,2133.0
Premier League,England,2018-09-15,Tottenham,1.0,loss,True,Mauricio Pochettino,1537.0
Premier League,England,2018-09-15,Manchester City,3.0,win,True,Pep Guardiola,806.0
Premier League,England,2018-09-15,Newcastle Utd,1.0,loss,True,Rafael Benítez,918.0
Premier League,England,2018-09-15,Bournemouth,4.0,win,True,Eddie Howe,2162.0
Premier League,England,2018-09-15,Chelsea,4.0,win,True,Maurizio Sarri,63.0
Premier League,England,2018-09-16,Wolves,1.0,win,True,Nuno Espírito Santo,442.0
Premier League,England,2018-09-16,Everton,1.0,loss,True,Marco Silva,108.0
Premier League,England,2018-09-22,Fulham,1.0,draw,True,Slavisa Jokanovic,1000.0
Premier League,England,2018-09-22,Crystal Palace,0.0,draw,True,Roy Hodgson,375.0
Premier League,England,2018-09-22,Liverpool,3.0,win,True,Jürgen Klopp,1080.0
Premier League,England,2018-09-22,Burnley,4.0,win,True,Sean Dyche,2153.0
Premier League,England,2018-09-22,Manchester Utd,1.0,draw,True,José Mourinho,813.0
Premier League,England,2018-09-22,Brighton,1.0,loss,True,Chris Hughton,1361.0
Premier League,England,2018-09-23,West Ham,0.0,draw,True,Manuel Pellegrini,84.0
Premier League,England,2018-09-23,Arsenal,2.0,win,True,Unai Emery,84.0
Premier League,England,2018-09-29,West Ham,3.0,win,True,Manuel Pellegrini,90.0
Premier League,England,2018-09-29,Newcastle Utd,0.0,loss,True,Rafael Benítez,932.0
Premier League,England,2018-09-29,Everton,3.0,win,True,Marco Silva,121.0
Premier League,England,2018-09-29,Wolves,2.0,win,True,Nuno Espírito Santo,455.0
Premier League,England,2018-09-29,Arsenal,2.0,win,True,Unai Emery,90.0
Premier League,England,2018-09-29,Manchester City,2.0,win,True,Pep Guardiola,820.0
Premier League,England,2018-09-29,Chelsea,1.0,draw,True,Maurizio Sarri,77.0
Premier League,England,2018-10-01,Bournemouth,2.0,win,True,Eddie Howe,2178.0
Premier League,England,2018-10-05,Brighton,1.0,win,True,Chris Hughton,1374.0
Premier League,England,2018-10-06,Burnley,1.0,draw,True,Sean Dyche,2167.0
Premier League,England,2018-10-06,Tottenham,1.0,win,True,Mauricio Pochettino,1558.0
Premier League,England,2018-10-06,Crystal Palace,0.0,loss,True,Roy Hodgson,389.0
Premier League,England,2018-10-06,Manchester Utd,3.0,win,True,José Mourinho,827.0
Premier League,England,2018-10-07,Fulham,1.0,loss,True,Slavisa Jokanovic,1015.0
Premier League,England,2018-10-07,Liverpool,0.0,draw,True,Jürgen Klopp,1095.0
Premier League,England,2018-10-20,Chelsea,2.0,draw,True,Maurizio Sarri,98.0
Premier League,England,2018-10-20,Bournemouth,0.0,draw,True,Eddie Howe,2197.0
Premier League,England,2018-10-20,Manchester City,5.0,win,True,Pep Guardiola,841.0
Premier League,England,2018-10-20,West Ham,0.0,loss,True,Manuel Pellegrini,111.0
Premier League,England,2018-10-20,Newcastle Utd,0.0,loss,True,Rafael Benítez,953.0
Premier League,England,2018-10-20,Wolves,0.0,loss,True,Nuno Espírito Santo,476.0
Premier League,England,2018-10-21,Everton,2.0,win,True,Marco Silva,143.0
Premier League,England,2018-10-22,Arsenal,3.0,win,True,Unai Emery,113.0
Premier League,England,2019-08-09,Liverpool,4.0,win,True,Jürgen Klopp,1401.0
Premier League,England,2019-08-10,West Ham,0.0,loss,True,Manuel Pellegrini,405.0
Premier League,England,2019-08-10,Burnley,3.0,win,True,Sean Dyche,2475.0
Premier League,England,2019-08-10,Crystal Palace,0.0,draw,True,Roy Hodgson,697.0
Premier League,England,2019-08-10,Bournemouth,1.0,draw,True,Eddie Howe,2491.0
Premier League,England,2019-08-10,Tottenham,3.0,win,True,Mauricio Pochettino,1866.0
Premier League,England,2019-08-11,Newcastle Utd,0.0,loss,True,Steve Bruce,25.0
Premier League,England,2019-08-11,Manchester Utd,4.0,win,True,Ole Gunnar Solskjær,136.0
Premier League,England,2019-10-26,Manchester City,3.0,win,True,Pep Guardiola,1212.0
Premier League,England,2019-10-26,West Ham,1.0,draw,True,Manuel Pellegrini,482.0
Premier League,England,2019-10-26,Brighton,3.0,win,True,Graham Potter,159.0
Premier League,England,2019-10-26,Burnley,2.0,loss,True,Sean Dyche,2552.0
Premier League,England,2019-10-27,Newcastle Utd,1.0,draw,True,Steve Bruce,102.0
Premier League,England,2019-10-27,Arsenal,2.0,draw,True,Unai Emery,483.0
Premier League,England,2019-10-27,Liverpool,2.0,win,True,Jürgen Klopp,1480.0
Premier League,England,2019-11-02,Bournemouth,1.0,win,True,Eddie Howe,2575.0
Premier League,England,2019-11-02,Brighton,2.0,win,True,Graham Potter,166.0
Premier League,England,2019-11-02,Arsenal,1.0,draw,True,Unai Emery,489.0
Premier League,England,2019-11-02,West Ham,2.0,loss,True,Manuel Pellegrini,489.0
Premier League,England,2019-11-02,Manchester City,2.0,win,True,Pep Guardiola,1219.0
Premier League,England,2019-11-03,Crystal Palace,0.0,loss,True,Roy Hodgson,782.0
Premier League,England,2019-11-03,Everton,1.0,draw,True,Marco Silva,521.0
Premier League,England,2019-11-09,Chelsea,2.0,win,True,Frank Lampard,128.0
Premier League,England,2019-11-09,Burnley,3.0,win,True,Sean Dyche,2566.0
Premier League,England,2019-11-09,Newcastle Utd,2.0,win,True,Steve Bruce,115.0
Premier League,England,2019-11-09,Tottenham,1.0,draw,True,Mauricio Pochettino,1957.0
Premier League,England,2019-11-10,Manchester Utd,3.0,win,True,Ole Gunnar Solskjær,227.0
Premier League,England,2019-11-10,Wolves,2.0,win,True,Nuno Espírito Santo,862.0
Premier League,England,2019-11-10,Liverpool,3.0,win,True,Jürgen Klopp,1494.0
Premier League,England,2019-11-23,West Ham,2.0,loss,True,Manuel Pellegrini,510.0
Premier League,England,2019-11-23,Crystal Palace,1.0,loss,True,Roy Hodgson,802.0
Premier League,England,2019-11-23,Arsenal,2.0,draw,True,Unai Emery,510.0
Premier League,England,2019-11-23,Bournemouth,1.0,loss,True,Eddie Howe,2596.0
Premier League,England,2019-11-23,Everton,0.0,loss,True,Marco Silva,541.0
Premier League,England,2019-11-23,Brighton,0.0,loss,True,Graham Potter,187.0
Premier League,England,2019-11-23,Manchester City,2.0,win,True,Pep Guardiola,1240.0
Premier League,England,2019-11-30,Newcastle Utd,2.0,draw,True,Steve Bruce,136.0
Premier League,England,2019-11-30,Tottenham,3.0,win,True,José Mourinho,10.0
Premier League,England,2019-11-30,Liverpool,2.0,win,True,Jürgen Klopp,1514.0
Premier League,England,2019-11-30,Burnley,0.0,loss,True,Sean Dyche,2587.0
Premier League,England,2019-11-30,Chelsea,0.0,loss,True,Frank Lampard,149.0
Premier League,England,2019-12-01,Wolves,1.0,draw,True,Nuno Espírito Santo,883.0
Premier League,England,2019-12-01,Manchester Utd,2.0,draw,True,Ole Gunnar Solskjær,248.0
Premier League,England,2019-12-03,Crystal Palace,1.0,win,True,Roy Hodgson,812.0
Premier League,England,2019-12-03,Burnley,1.0,loss,True,Sean Dyche,2590.0
Premier League,England,2019-12-04,Wolves,2.0,win,True,Nuno Espírito Santo,886.0
Premier League,England,2019-12-04,Chelsea,2.0,win,True,Frank Lampard,153.0
Premier League,England,2019-12-04,Manchester Utd,2.0,win,True,Ole Gunnar Solskjær,251.0
Premier League,England,2019-12-04,Liverpool,5.0,win,True,Jürgen Klopp,1518.0
Premier League,England,2019-12-07,Tottenham,5.0,win,True,José Mourinho,17.0
Premier League,England,2019-12-07,Bournemouth,0.0,loss,True,Eddie Howe,2610.0
Premier League,England,2019-12-07,Manchester City,1.0,loss,True,Pep Guardiola,1254.0
Premier League,England,2019-12-08,Newcastle Utd,2.0,win,True,Steve Bruce,144.0
Premier League,England,2019-12-08,Brighton,2.0,draw,True,Graham Potter,202.0
Premier League,England,2019-12-09,West Ham,1.0,loss,True,Manuel Pellegrini,526.0
Premier League,England,2019-12-14,Liverpool,2.0,win,True,Jürgen Klopp,1528.0
Premier League,England,2019-12-14,Burnley,1.0,win,True,Sean Dyche,2601.0
Premier League,England,2019-12-14,Chelsea,0.0,loss,True,Frank Lampard,163.0
Premier League,England,2019-12-15,Manchester Utd,1.0,draw,True,Ole Gunnar Solskjær,262.0
