date,league,team,result,days_in_post
2022-01-22,Ligue 1,Lille,loss,201
2022-01-22,Ligue 1,Marseille,win,320
2022-01-23,Ligue 1,Nice,win,206
2022-01-23,Ligue 1,Rennes,loss,325
2022-01-23,Ligue 1,Strasbourg,loss,240
2022-01-23,Ligue 1,Monaco,loss,20
2022-02-05,Ligue 1,Montpellier,loss,249
2022-02-05,Ligue 1,Lyon,loss,252
2022-02-06,Ligue 1,Nantes,loss,360
2022-02-06,Ligue 1,Paris S-G,win,400
2022-02-11,Ligue 1,Rennes,loss,344
2022-02-12,Ligue 1,Lille,win,222
2022-02-12,Ligue 1,Nice,loss,226
2022-02-13,Ligue 1,Strasbourg,win,261
2022-02-13,Ligue 1,Marseille,win,342
2022-02-19,Ligue 1,Lyon,draw,266
2022-02-19,Ligue 1,Paris S-G,loss,413
2022-02-20,Ligue 1,Strasbourg,draw,268
2022-02-20,Ligue 1,Montpellier,win,264
2022-02-20,Ligue 1,Monaco,draw,48
2022-02-25,Ligue 1,Rennes,win,358
2022-02-26,Ligue 1,Nice,draw,240
2022-02-27,Ligue 1,Nantes,draw,381
2022-02-27,Ligue 1,Marseille,draw,356
2022-02-27,Ligue 1,Lille,win,237
2022-03-04,Ligue 1,Lyon,win,279
2022-03-05,Ligue 1,Paris S-G,loss,427
2022-03-06,Ligue 1,Montpellier,loss,278
2022-03-06,Ligue 1,Strasbourg,draw,282
2022-03-06,Ligue 1,Monaco,win,62
2022-03-12,Ligue 1,Nice,draw,254
2022-03-12,Ligue 1,Nantes,loss,394
2022-03-13,Ligue 1,Monaco,loss,69
2022-03-13,Ligue 1,Rennes,win,374
2022-03-13,Ligue 1,Marseille,win,370
2022-03-19,Ligue 1,Lille,win,257
2022-03-20,Ligue 1,Paris S-G,loss,442
2022-03-20,Ligue 1,Montpellier,win,292
2022-03-20,Ligue 1,Strasbourg,draw,296
2022-03-20,Ligue 1,Lyon,draw,295
2022-03-20,Ligue 1,Nice,loss,262
2021-08-20,Ligue 1,Paris S-G,win,230
2021-08-21,Ligue 1,Lille,draw,47
2021-08-22,Ligue 1,Nantes,loss,192
2021-10-27,Ligue 1,Marseille,draw,233
2022-04-02,Ligue 1,Rennes,draw,394
2022-04-03,Ligue 1,Monaco,win,90
2022-04-03,Ligue 1,Marseille,win,391
2022-04-03,Ligue 1,Nantes,win,416
2022-04-09,Ligue 1,Rennes,win,401
2022-04-09,Ligue 1,Paris S-G,win,462
2022-04-10,Ligue 1,Lille,draw,279
2022-04-10,Ligue 1,Nantes,draw,423
2022-04-10,Ligue 1,Nice,loss,283
2022-04-10,Ligue 1,Lyon,draw,316
2022-04-10,Ligue 1,Montpellier,loss,313
2022-04-15,Ligue 1,Monaco,win,102
2022-04-17,Ligue 1,Strasbourg,draw,324
2022-04-17,Ligue 1,Marseille,loss,405
2022-04-20,Ligue 1,Lille,loss,289
2022-04-20,Ligue 1,Nice,loss,293
2022-04-20,Ligue 1,Paris S-G,win,473
2022-04-20,Ligue 1,Rennes,loss,412
2022-04-20,Ligue 1,Montpellier,loss,323
2022-04-20,Ligue 1,Lyon,loss,326
2022-04-20,Ligue 1,Nantes,loss,433
2022-04-23,Ligue 1,Montpellier,loss,326
2022-04-23,Ligue 1,Monaco,win,110
2022-04-24,Ligue 1,Strasbourg,loss,331
2022-04-24,Ligue 1,Marseille,win,412
2022-04-29,Ligue 1,Paris S-G,draw,482
2022-04-30,Ligue 1,Nantes,draw,443
2022-05-01,Ligue 1,Lille,loss,300
2022-05-01,Ligue 1,Nice,win,304
2022-05-01,Ligue 1,Lyon,win,337
2022-05-06,Ligue 1,Monaco,win,123
2022-05-07,Ligue 1,Strasbourg,win,344
2022-05-08,Ligue 1,Lyon,loss,344
2022-05-08,Ligue 1,Montpellier,loss,341
2022-05-08,Ligue 1,Marseille,win,426
2022-05-11,Ligue 1,Rennes,loss,433
2022-05-14,Ligue 1,Lille,win,313
2022-05-14,Ligue 1,Paris S-G,win,497
2022-05-14,Ligue 1,Marseille,loss,432
2022-05-14,Ligue 1,Nantes,loss,457
2022-05-21,Ligue 1,Rennes,draw,443
2022-05-21,Ligue 1,Lyon,win,357
2022-05-21,Ligue 1,Montpellier,loss,354
2022-05-21,Ligue 1,Nice,win,324
2022-05-21,Ligue 1,Strasbourg,loss,358
2022-05-21,Ligue 1,Monaco,draw,138
2021-08-27,Ligue 1,Lyon,win,90
2021-08-29,Ligue 1,Monaco,win,406
2021-08-29,Ligue 1,Rennes,loss,178
2021-08-29,Ligue 1,Montpellier,loss,89
2021-08-29,Ligue 1,Paris S-G,win,239
2021-09-10,Ligue 1,Lille,loss,67
2021-09-11,Ligue 1,Marseille,win,187
2021-09-12,Ligue 1,Nice,win,73
2021-09-12,Ligue 1,Strasbourg,loss,107
2021-09-18,Ligue 1,Lille,loss,75
2021-09-19,Ligue 1,Monaco,draw,427
2021-09-19,Ligue 1,Montpellier,draw,110
2021-09-19,Ligue 1,Nantes,win,220
2021-09-19,Ligue 1,Rennes,loss,199
2021-09-19,Ligue 1,Lyon,loss,113
2021-09-22,Ligue 1,Strasbourg,win,117
2021-09-22,Ligue 1,Nice,loss,83
2021-09-22,Ligue 1,Marseille,draw,198
2021-09-22,Ligue 1,Paris S-G,win,263
2021-09-25,Ligue 1,Nice,win,86
2021-09-25,Ligue 1,Lille,win,82
2021-09-25,Ligue 1,Montpellier,loss,116
2021-09-26,Ligue 1,Rennes,draw,206
2021-09-26,Ligue 1,Nantes,loss,227
2021-09-26,Ligue 1,Monaco,win,434
2021-10-02,Ligue 1,Strasbourg,draw,127
2021-10-03,Ligue 1,Paris S-G,loss,274
2021-10-03,Ligue 1,Marseille,loss,209
2021-10-03,Ligue 1,Lyon,draw,127
2017-08-18,Bundesliga,Leverkusen,loss,48
2017-08-19,Bundesliga,Stuttgart,loss,332
2017-08-19,Bundesliga,Augsburg,loss,234
2017-08-19,Bundesliga,RB Leipzig,loss,414
2017-08-20,Bundesliga,Eint Frankfurt,draw,530
2017-10-27,Bundesliga,Eint Frankfurt,draw,598
2017-10-28,Bundesliga,Wolfsburg,draw,40
2017-10-28,Bundesliga,M'Gladbach,win,311
2017-10-28,Bundesliga,RB Leipzig,loss,484
2017-10-29,Bundesliga,Augsburg,win,305
2017-11-04,Bundesliga,Leverkusen,draw,126
2017-11-04,Bundesliga,Stuttgart,loss,409
2017-11-04,Bundesliga,Mainz 05,draw,126
2017-11-04,Bundesliga,Bayern Munich,win,26
2017-11-05,Bundesliga,Hoffenheim,win,633
2017-11-18,Bundesliga,Augsburg,loss,325
2017-11-18,Bundesliga,Eint Frankfurt,draw,620
2017-11-18,Bundesliga,RB Leipzig,draw,505
2017-11-18,Bundesliga,M'Gladbach,win,332
2017-11-24,Bundesliga,Stuttgart,draw,429
2017-11-25,Bundesliga,Leverkusen,win,147
2017-11-25,Bundesliga,Wolfsburg,loss,68
2017-11-25,Bundesliga,Werder Bremen,loss,15
2017-11-25,Bundesliga,Mainz 05,loss,147
2017-11-25,Bundesliga,Bayern Munich,loss,47
2017-11-26,Bundesliga,Hoffenheim,loss,654
2017-12-02,Bundesliga,RB Leipzig,loss,519
2017-12-02,Bundesliga,Augsburg,win,339
2017-12-02,Bundesliga,Stuttgart,loss,437
2017-12-03,Bundesliga,Eint Frankfurt,win,635
2017-12-03,Bundesliga,M'Gladbach,loss,347
2017-12-08,Bundesliga,Leverkusen,win,160
2017-12-09,Bundesliga,Mainz 05,draw,161
2017-12-09,Bundesliga,Wolfsburg,draw,82
2017-12-09,Bundesliga,Werder Bremen,win,29
2017-12-09,Bundesliga,Bayern Munich,win,61
2017-12-10,Bundesliga,Hoffenheim,loss,668
2017-12-12,Bundesliga,RB Leipzig,draw,529
2017-12-12,Bundesliga,Eint Frankfurt,win,644
2017-12-12,Bundesliga,Dortmund,win,2
2017-12-12,Bundesliga,M'Gladbach,loss,356
2017-12-13,Bundesliga,Stuttgart,loss,448
2017-12-13,Bundesliga,Augsburg,loss,350
2017-12-13,Bundesliga,Werder Bremen,loss,33
2017-12-16,Bundesliga,Bayern Munich,win,68
2017-12-16,Bundesliga,Wolfsburg,loss,89
2017-12-16,Bundesliga,Mainz 05,draw,168
2017-12-16,Bundesliga,Hoffenheim,loss,674
2017-12-17,Bundesliga,Leverkusen,draw,169
2018-01-12,Bundesliga,Bayern Munich,win,95
2018-01-13,Bundesliga,Hoffenheim,draw,702
2018-01-13,Bundesliga,Mainz 05,loss,196
2018-01-14,Bundesliga,M'Gladbach,loss,389
2018-01-14,Bundesliga,Wolfsburg,draw,118
2018-01-19,Bundesliga,Dortmund,draw,40
2018-01-20,Bundesliga,Eint Frankfurt,win,683
2018-01-20,Bundesliga,Stuttgart,loss,486
2018-01-20,Bundesliga,Augsburg,loss,388
2018-01-20,Bundesliga,Leverkusen,win,203
2018-01-20,Bundesliga,RB Leipzig,loss,568
2018-01-21,Bundesliga,Werder Bremen,loss,72
2017-08-26,Bundesliga,M'Gladbach,draw,248
2017-08-26,Bundesliga,Mainz 05,loss,56
2017-08-26,Bundesliga,Hoffenheim,draw,562
2018-01-26,Bundesliga,M'Gladbach,loss,401
2018-01-27,Bundesliga,Hoffenheim,loss,716
2018-01-27,Bundesliga,Augsburg,draw,395
2018-01-28,Bundesliga,Mainz 05,loss,211
2018-01-28,Bundesliga,Wolfsburg,win,132
2018-02-02,Bundesliga,Dortmund,win,54
2018-02-03,Bundesliga,Bayern Munich,win,117
2018-02-03,Bundesliga,Werder Bremen,win,85
2018-02-03,Bundesliga,Hoffenheim,draw,723
2018-02-03,Bundesliga,Stuttgart,draw,4
2018-02-03,Bundesliga,Leverkusen,draw,217
2018-02-03,Bundesliga,RB Leipzig,win,582
2018-02-04,Bundesliga,Eint Frankfurt,loss,698
2018-02-09,Bundesliga,Augsburg,loss,408
2018-02-10,Bundesliga,Mainz 05,loss,224
2018-02-11,Bundesliga,M'Gladbach,loss,417
2018-02-11,Bundesliga,Wolfsburg,loss,146
2018-02-16,Bundesliga,Mainz 05,win,230
2018-02-17,Bundesliga,Leverkusen,win,231
2018-02-17,Bundesliga,Werder Bremen,loss,99
2018-02-17,Bundesliga,Bayern Munich,win,131
2018-02-17,Bundesliga,Hoffenheim,loss,737
2018-02-18,Bundesliga,Stuttgart,win,19
2018-02-18,Bundesliga,Dortmund,win,70
2018-02-19,Bundesliga,RB Leipzig,loss,598
2018-02-23,Bundesliga,Wolfsburg,draw,3
2018-02-24,Bundesliga,Eint Frankfurt,loss,718
2018-02-24,Bundesliga,M'Gladbach,win,430
2018-02-26,Bundesliga,Augsburg,draw,425
2018-03-02,Bundesliga,Werder Bremen,draw,112
2018-03-03,Bundesliga,Mainz 05,draw,245
2018-03-03,Bundesliga,Leverkusen,win,245
2018-03-03,Bundesliga,Hoffenheim,win,751
2018-03-03,Bundesliga,Dortmund,draw,83
2018-03-04,Bundesliga,Stuttgart,win,33
2018-03-04,Bundesliga,Bayern Munich,win,146
2018-03-10,Bundesliga,Augsburg,win,437
2018-03-10,Bundesliga,Wolfsburg,loss,18
2018-03-10,Bundesliga,M'Gladbach,loss,444
2018-03-11,Bundesliga,RB Leipzig,draw,618
2018-03-11,Bundesliga,Eint Frankfurt,loss,733
2018-03-16,Bundesliga,Stuttgart,win,45
2018-03-17,Bundesliga,Werder Bremen,win,127
2018-03-17,Bundesliga,Mainz 05,loss,259
2018-03-17,Bundesliga,Hoffenheim,draw,765
2018-03-18,Bundesliga,Leverkusen,loss,260
2018-03-18,Bundesliga,Bayern Munich,loss,160
2018-03-31,Bundesliga,RB Leipzig,win,638
2018-03-31,Bundesliga,Augsburg,draw,458
2018-03-31,Bundesliga,Dortmund,loss,111
2018-03-31,Bundesliga,Wolfsburg,draw,39
2018-04-01,Bundesliga,Eint Frankfurt,loss,754
2018-04-01,Bundesliga,M'Gladbach,draw,466
2018-04-06,Bundesliga,Werder Bremen,loss,147
2018-04-07,Bundesliga,Wolfsburg,win,46
2018-04-07,Bundesliga,Mainz 05,draw,280
2018-04-07,Bundesliga,Bayern Munich,win,180
2018-04-08,Bundesliga,Stuttgart,loss,68
2018-04-08,Bundesliga,Hoffenheim,draw,787
2018-04-09,Bundesliga,Leverkusen,win,282
2017-09-08,Bundesliga,RB Leipzig,win,434
2017-09-09,Bundesliga,Leverkusen,loss,70
2017-09-09,Bundesliga,Eint Frankfurt,win,550
2017-09-10,Bundesliga,Stuttgart,loss,354
2018-04-13,Bundesliga,Augsburg,draw,471
2018-04-14,Bundesliga,Eint Frankfurt,loss,767
2018-04-14,Bundesliga,M'Gladbach,loss,479
2018-04-15,Bundesliga,Dortmund,loss,126
2018-04-15,Bundesliga,RB Leipzig,draw,653
2018-04-20,Bundesliga,Wolfsburg,loss,59
2018-04-21,Bundesliga,Hoffenheim,win,800
2018-04-21,Bundesliga,Werder Bremen,loss,162
2018-04-21,Bundesliga,Bayern Munich,win,194
2018-04-21,Bundesliga,Leverkusen,loss,294
2018-04-22,Bundesliga,Mainz 05,loss,295
2018-04-28,Bundesliga,M'Gladbach,draw,493
2018-04-28,Bundesliga,Augsburg,draw,486
2018-04-28,Bundesliga,Eint Frankfurt,loss,781
2018-04-28,Bundesliga,Stuttgart,win,88
2018-04-29,Bundesliga,RB Leipzig,loss,667
2018-04-29,Bundesliga,Dortmund,draw,140
2018-05-05,Bundesliga,Bayern Munich,win,208
2018-05-05,Bundesliga,Hoffenheim,loss,814
2018-05-05,Bundesliga,Leverkusen,draw,308
2018-05-05,Bundesliga,Mainz 05,win,308
2018-05-05,Bundesliga,Wolfsburg,loss,74
2018-05-12,Bundesliga,Werder Bremen,win,183
2018-05-12,Bundesliga,M'Gladbach,loss,507
2018-05-12,Bundesliga,Eint Frankfurt,loss,795
2018-05-12,Bundesliga,RB Leipzig,win,680
2018-05-12,Bundesliga,Dortmund,loss,153
2018-05-12,Bundesliga,Stuttgart,win,102
2018-05-12,Bundesliga,Augsburg,loss,500
2017-09-16,Bundesliga,Mainz 05,loss,77
2017-09-16,Bundesliga,Augsburg,win,262
2017-09-16,Bundesliga,M'Gladbach,draw,269
2017-09-19,Bundesliga,Stuttgart,loss,363
2017-09-19,Bundesliga,RB Leipzig,loss,445
2017-09-20,Bundesliga,Eint Frankfurt,win,561
2017-09-20,Bundesliga,Hoffenheim,win,587
2017-09-20,Bundesliga,Leverkusen,loss,81
2017-09-22,Bundesliga,Wolfsburg,draw,4
2017-09-23,Bundesliga,Augsburg,draw,269
2017-09-23,Bundesliga,Eint Frankfurt,loss,564
2017-09-23,Bundesliga,M'Gladbach,loss,276
2017-09-29,Bundesliga,Leverkusen,draw,90
2017-09-30,Bundesliga,Mainz 05,draw,91
2017-09-30,Bundesliga,Stuttgart,loss,374
2017-10-01,Bundesliga,Hoffenheim,loss,598
2017-10-01,Bundesliga,RB Leipzig,win,457
2017-10-14,Bundesliga,Eint Frankfurt,win,585
2017-10-14,Bundesliga,Augsburg,draw,290
2017-10-14,Bundesliga,RB Leipzig,win,470
2017-10-15,Bundesliga,Wolfsburg,draw,27
2017-10-15,Bundesliga,M'Gladbach,win,298
2017-10-20,Bundesliga,Mainz 05,loss,111
2017-10-21,Bundesliga,Stuttgart,loss,395
2017-10-21,Bundesliga,Leverkusen,win,112
2017-10-21,Bundesliga,Bayern Munich,win,12
2017-10-22,Bundesliga,Hoffenheim,draw,619
2018-05-21,Bundesliga,Wolfsburg,win,90
2018-08-24,Bundesliga,Hoffenheim,loss,925
2018-08-25,Bundesliga,Augsburg,win,605
2018-08-25,Bundesliga,Eint Frankfurt,win,55
2018-08-25,Bundesliga,Leverkusen,loss,420
2018-08-26,Bundesliga,Stuttgart,loss,208
2018-08-26,Bundesliga,RB Leipzig,loss,48
2018-11-02,Bundesliga,Eint Frankfurt,win,124
2018-11-03,Bundesliga,Dortmund,win,125
2018-11-03,Bundesliga,Hoffenheim,win,996
2018-11-03,Bundesliga,RB Leipzig,win,117
2018-11-04,Bundesliga,Werder Bremen,loss,359
2018-11-09,Bundesliga,Wolfsburg,loss,262
2018-11-10,Bundesliga,M'Gladbach,win,689
2018-11-10,Bundesliga,Mainz 05,win,497
2018-11-10,Bundesliga,Augsburg,loss,682
2018-11-10,Bundesliga,Stuttgart,win,32
2018-11-10,Bundesliga,Bayern Munich,loss,132
2018-11-11,Bundesliga,Leverkusen,loss,498
2018-11-23,Bundesliga,Stuttgart,loss,45
2018-11-24,Bundesliga,Dortmund,win,146
2018-11-24,Bundesliga,Eint Frankfurt,win,146
2018-11-24,Bundesliga,RB Leipzig,loss,138
2018-11-24,Bundesliga,Hoffenheim,draw,1017
2018-11-25,Bundesliga,Werder Bremen,draw,380
2018-11-30,Bundesliga,Mainz 05,win,517
2018-12-01,Bundesliga,Bayern Munich,win,153
2018-12-01,Bundesliga,Augsburg,loss,703
2018-12-02,Bundesliga,M'Gladbach,loss,711
2018-12-02,Bundesliga,Wolfsburg,win,285
2018-12-03,Bundesliga,Leverkusen,draw,520
2018-12-08,Bundesliga,Hoffenheim,draw,1031
2018-12-08,Bundesliga,Dortmund,win,160
2018-12-08,Bundesliga,RB Leipzig,loss,152
2018-12-08,Bundesliga,Augsburg,loss,710
2018-12-08,Bundesliga,Eint Frankfurt,loss,160
2018-12-09,Bundesliga,Stuttgart,loss,61
2018-12-14,Bundesliga,Wolfsburg,win,297
2018-12-15,Bundesliga,Bayern Munich,win,167
2018-12-15,Bundesliga,M'Gladbach,draw,724
2018-12-15,Bundesliga,Werder Bremen,loss,400
2018-12-16,Bundesliga,Mainz 05,loss,533
2018-12-16,Bundesliga,Leverkusen,loss,533
2018-12-18,Bundesliga,Dortmund,loss,170
2018-12-18,Bundesliga,Stuttgart,loss,70
2018-12-18,Bundesliga,Augsburg,draw,720
2018-12-19,Bundesliga,Leverkusen,win,536
2018-12-19,Bundesliga,Eint Frankfurt,draw,171
2018-12-19,Bundesliga,Hoffenheim,draw,1042
2018-12-19,Bundesliga,RB Leipzig,loss,163
2018-12-21,Bundesliga,M'Gladbach,loss,730
2018-12-22,Bundesliga,Werder Bremen,loss,407
2018-12-22,Bundesliga,Bayern Munich,win,174
2018-12-23,Bundesliga,Wolfsburg,win,306
2018-12-23,Bundesliga,Mainz 05,draw,540
2019-01-18,Bundesliga,Bayern Munich,win,201
2019-01-19,Bundesliga,Werder Bremen,win,435
2019-01-19,Bundesliga,M'Gladbach,win,759
2019-01-19,Bundesliga,Mainz 05,win,567
2019-01-19,Bundesliga,Dortmund,win,202
2019-01-20,Bundesliga,Wolfsburg,loss,334
2019-01-26,Bundesliga,Leverkusen,win,34
2019-01-26,Bundesliga,Augsburg,loss,759
2019-01-26,Bundesliga,Hoffenheim,win,1080
2019-01-26,Bundesliga,Eint Frankfurt,draw,209
2019-01-27,Bundesliga,Stuttgart,loss,110
2019-01-27,Bundesliga,RB Leipzig,win,202
2018-08-31,Bundesliga,Dortmund,draw,61
2018-09-01,Bundesliga,M'Gladbach,draw,619
2018-09-01,Bundesliga,Mainz 05,draw,427
2018-09-01,Bundesliga,Werder Bremen,win,295
2018-09-01,Bundesliga,Wolfsburg,win,193
2018-09-01,Bundesliga,Bayern Munich,win,62
2019-02-01,Bundesliga,RB Leipzig,win,207
2019-02-02,Bundesliga,Wolfsburg,win,347
2019-02-02,Bundesliga,Dortmund,draw,216
2019-02-02,Bundesliga,Bayern Munich,loss,216
2019-02-02,Bundesliga,Werder Bremen,draw,449
2019-02-02,Bundesliga,M'Gladbach,win,773
2019-02-03,Bundesliga,Mainz 05,loss,582
2019-02-08,Bundesliga,Leverkusen,win,47
2019-02-09,Bundesliga,Wolfsburg,draw,354
2019-02-09,Bundesliga,Hoffenheim,draw,1094
2019-02-09,Bundesliga,Eint Frankfurt,draw,223
2019-02-10,Bundesliga,Augsburg,loss,774
2019-02-10,Bundesliga,Stuttgart,loss,124
2019-02-15,Bundesliga,Bayern Munich,win,229
2019-02-16,Bundesliga,Mainz 05,loss,595
2019-02-16,Bundesliga,RB Leipzig,win,222
2019-02-16,Bundesliga,Werder Bremen,draw,463
2019-02-17,Bundesliga,M'Gladbach,draw,788
2019-02-18,Bundesliga,Dortmund,draw,232
2019-02-22,Bundesliga,Stuttgart,draw,136
2019-02-23,Bundesliga,Augsburg,loss,787
2019-02-23,Bundesliga,Wolfsburg,win,368
2019-02-24,Bundesliga,Eint Frankfurt,win,238
2019-02-24,Bundesliga,Leverkusen,loss,63
2019-02-25,Bundesliga,Hoffenheim,draw,1110
2019-03-01,Bundesliga,Dortmund,loss,243
2019-03-02,Bundesliga,RB Leipzig,win,236
2019-03-02,Bundesliga,Hoffenheim,loss,1115
2019-03-02,Bundesliga,Mainz 05,loss,609
2019-03-02,Bundesliga,Bayern Munich,win,244
2019-03-03,Bundesliga,Werder Bremen,draw,478
2019-03-09,Bundesliga,Augsburg,draw,801
2019-03-09,Bundesliga,Stuttgart,loss,151
2019-03-09,Bundesliga,Wolfsburg,loss,382
2019-03-09,Bundesliga,M'Gladbach,win,808
2019-03-10,Bundesliga,Leverkusen,win,77
2019-03-11,Bundesliga,Eint Frankfurt,win,253
2019-03-16,Bundesliga,RB Leipzig,win,250
2019-03-16,Bundesliga,Hoffenheim,draw,1129
2019-03-16,Bundesliga,Dortmund,win,258
2019-03-17,Bundesliga,Werder Bremen,win,492
2019-03-17,Bundesliga,Mainz 05,loss,624
2019-03-29,Bundesliga,Leverkusen,loss,96
2019-03-30,Bundesliga,M'Gladbach,loss,829
2019-03-30,Bundesliga,Bayern Munich,draw,272
2019-03-30,Bundesliga,Augsburg,loss,822
2019-03-30,Bundesliga,Mainz 05,loss,637
2019-03-30,Bundesliga,Wolfsburg,loss,403
2019-03-31,Bundesliga,Stuttgart,loss,173
2019-04-06,Bundesliga,RB Leipzig,win,271
2019-04-06,Bundesliga,Eint Frankfurt,win,279
2019-04-06,Bundesliga,Dortmund,loss,279
2019-04-07,Bundesliga,Hoffenheim,win,1151
2019-04-07,Bundesliga,Werder Bremen,draw,513
2019-04-13,Bundesliga,Wolfsburg,loss,417
2019-04-13,Bundesliga,Leverkusen,win,111
2019-04-13,Bundesliga,M'Gladbach,win,843
2019-04-13,Bundesliga,Mainz 05,loss,651
2019-04-14,Bundesliga,Bayern Munich,win,287
2019-04-14,Bundesliga,Augsburg,win,5
2018-09-14,Bundesliga,Eint Frankfurt,loss,75
2018-09-15,Bundesliga,Leverkusen,loss,441
2018-09-15,Bundesliga,Hoffenheim,loss,947
2018-09-15,Bundesliga,Augsburg,loss,626
2018-09-16,Bundesliga,Stuttgart,draw,229
2019-04-20,Bundesliga,Werder Bremen,loss,526
2019-04-20,Bundesliga,RB Leipzig,win,285
2019-04-20,Bundesliga,Hoffenheim,win,1164
2019-04-21,Bundesliga,Dortmund,win,294
2019-04-22,Bundesliga,Eint Frankfurt,draw,295
2019-04-26,Bundesliga,Leverkusen,win,124
2019-04-27,Bundesliga,Werder Bremen,loss,533
2019-04-27,Bundesliga,Mainz 05,loss,665
2019-04-27,Bundesliga,M'Gladbach,loss,857
2019-04-28,Bundesliga,Wolfsburg,win,432
2019-04-28,Bundesliga,Bayern Munich,draw,301
2019-05-03,Bundesliga,RB Leipzig,draw,298
2019-05-04,Bundesliga,Hoffenheim,draw,1178
2019-05-04,Bundesliga,Dortmund,draw,307
2019-05-05,Bundesliga,Augsburg,draw,26
2019-05-05,Bundesliga,Eint Frankfurt,loss,308
2019-05-11,Bundesliga,M'Gladbach,win,871
2019-05-11,Bundesliga,Werder Bremen,win,547
2019-05-11,Bundesliga,Bayern Munich,draw,314
2019-05-11,Bundesliga,Wolfsburg,loss,445
2019-05-12,Bundesliga,Mainz 05,win,680
2019-05-18,Bundesliga,Eint Frankfurt,loss,321
2019-05-18,Bundesliga,Leverkusen,win,146
2019-05-18,Bundesliga,Stuttgart,draw,12
2019-05-18,Bundesliga,Hoffenheim,loss,1192
2019-05-18,Bundesliga,Dortmund,win,321
2019-05-18,Bundesliga,RB Leipzig,loss,313
2019-05-18,Bundesliga,Augsburg,loss,39
2018-09-22,Bundesliga,M'Gladbach,loss,640
2018-09-22,Bundesliga,Dortmund,draw,83
2018-09-22,Bundesliga,Werder Bremen,win,316
2018-09-22,Bundesliga,Bayern Munich,win,83
2018-09-23,Bundesliga,Mainz 05,loss,449
2018-09-23,Bundesliga,RB Leipzig,draw,76
2018-09-25,Bundesliga,Augsburg,draw,636
2018-09-25,Bundesliga,Hoffenheim,win,957
2018-09-26,Bundesliga,Leverkusen,win,452
2018-09-26,Bundesliga,Eint Frankfurt,loss,87
2018-09-26,Bundesliga,Stuttgart,loss,239
2018-09-26,Bundesliga,Wolfsburg,draw,218
2018-09-28,Bundesliga,Bayern Munich,loss,89
2018-09-29,Bundesliga,RB Leipzig,win,82
2018-09-29,Bundesliga,M'Gladbach,draw,647
2018-09-29,Bundesliga,Mainz 05,loss,455
2018-09-29,Bundesliga,Werder Bremen,loss,323
2018-09-29,Bundesliga,Dortmund,win,90
2018-10-05,Bundesliga,Wolfsburg,loss,227
2018-10-06,Bundesliga,Stuttgart,loss,249
2018-10-06,Bundesliga,Augsburg,loss,647
2018-10-06,Bundesliga,M'Gladbach,win,654
2018-10-07,Bundesliga,Leverkusen,draw,463
2018-10-07,Bundesliga,Eint Frankfurt,win,98
2018-10-20,Bundesliga,Bayern Munich,win,111
2018-10-20,Bundesliga,Dortmund,win,111
2018-10-20,Bundesliga,RB Leipzig,draw,103
2018-10-20,Bundesliga,Hoffenheim,win,982
2018-10-20,Bundesliga,Werder Bremen,win,344
2018-10-21,Bundesliga,Mainz 05,loss,477
2018-10-26,Bundesliga,M'Gladbach,loss,674
2018-10-27,Bundesliga,Bayern Munich,win,118
2018-10-27,Bundesliga,Wolfsburg,win,249
2018-10-27,Bundesliga,Augsburg,win,668
2018-10-27,Bundesliga,Stuttgart,loss,18
2018-10-28,Bundesliga,Eint Frankfurt,draw,119
2018-10-28,Bundesliga,Leverkusen,win,484
2019-05-27,Bundesliga,Stuttgart,draw,21
2019-08-17,Bundesliga,Mainz 05,loss,777
2019-08-17,Bundesliga,Augsburg,loss,130
2019-08-18,Bundesliga,Hoffenheim,loss,48
2019-08-18,Bundesliga,RB Leipzig,win,48
2019-11-02,Bundesliga,Wolfsburg,loss,124
2019-11-02,Bundesliga,M'Gladbach,win,124
2019-11-02,Bundesliga,Bayern Munich,loss,489
2019-11-02,Bundesliga,Mainz 05,loss,854
2019-11-08,Bundesliga,Hoffenheim,win,130
2019-11-09,Bundesliga,RB Leipzig,win,131
2019-11-09,Bundesliga,Augsburg,win,214
2019-11-09,Bundesliga,Dortmund,loss,496
2019-11-10,Bundesliga,Werder Bremen,loss,730
2019-11-10,Bundesliga,Leverkusen,win,322
2019-11-10,Bundesliga,Eint Frankfurt,loss,497
2019-11-23,Bundesliga,Bayern Munich,win,20
2019-11-23,Bundesliga,M'Gladbach,loss,145
2019-11-23,Bundesliga,Wolfsburg,win,145
2019-11-24,Bundesliga,Mainz 05,win,6
2019-11-30,Bundesliga,Augsburg,draw,235
2019-11-30,Bundesliga,Dortmund,win,517
2019-11-30,Bundesliga,RB Leipzig,win,152
2019-11-30,Bundesliga,Leverkusen,win,342
2019-12-01,Bundesliga,Werder Bremen,win,751
2019-12-02,Bundesliga,Eint Frankfurt,loss,519
2019-12-07,Bundesliga,Hoffenheim,loss,159
2019-12-07,Bundesliga,Mainz 05,loss,19
2019-12-07,Bundesliga,Bayern Munich,loss,34
2019-12-07,Bundesliga,Wolfsburg,loss,159
2019-12-13,Bundesliga,Augsburg,win,248
2019-12-14,Bundesliga,Werder Bremen,loss,764
2019-12-14,Bundesliga,Dortmund,win,531
2019-12-14,Bundesliga,Leverkusen,loss,356
2019-12-14,Bundesliga,RB Leipzig,win,166
2019-12-15,Bundesliga,M'Gladbach,loss,167
